P73,nanosievert per hour ,"0,000 000 001-fold of the derived SI unit sievert divided by the unit hour. "
P74,sievert per minute ,Derived SI unit sievert divided by the unit minute. 
P75,millisievert per minute ,"0,001-fold of the derived SI unit sievert divided by the unit minute. "
P76,microsievert per minute ,"0,000 001-fold of the derived SI unit sievert divided by the unit minute. "
P77,nanosievert per minute ,"0,000 000 001-fold of the derived SI unit sievert divided by the unit minute. "
P78,reciprocal square inch ,Complement of the power of the unit inch according to the Anglo-American and Imperial system of unit
P79,pascal square metre per kilogram ,"Unit of the burst index as derived unit for pressure pascal related to the substance, represented as"
P8,eight pack ,
P80,millipascal per metre ,"0,001-fold of the derived SI unit pascal divided by the SI base unit metre. "
P81,kilopascal per metre ,1000-fold of the derived SI unit pascal divided by the SI base unit metre. 
P82,hectopascal per metre ,100-fold of the derived SI unit pascal divided by the SI base unit metre. 
P83,standard atmosphere per metre ,Outdated unit of the pressure divided by the SI base unit metre. 
P84,technical atmosphere per metre ,Obsolete and non-legal unit of the pressure which is generated by a 10 metre water column divided by
P85,torr per metre ,CGS (Centimetre-Gram-Second system) unit of the pressure divided by the SI base unit metre. 
P86,psi per inch ,Compound unit for pressure (pound-force according to the Anglo-American unit system divided by the p
P87,cubic metre per second square metre ,Unit of volume flow cubic meters by second related to the transmission surface in square metres. 
P88,rhe ,Non SI-conforming unit of fluidity of dynamic viscosity. 
P89,pound-force foot per inch ,Unit for length-related rotational moment according to the Anglo-American and Imperial system of uni
P9,nine pack ,
P90,pound-force inch per inch ,Unit for length-related rotational moment according to the Anglo-American and Imperial system of uni
P91,perm (0 ºC) ,"Traditional unit for the ability of a material to allow the transition of the steam, defined at a te"
P92,perm (23 ºC) ,"Traditional unit for the ability of a material to allow the transition of the steam, defined at a te"
P93,byte per second ,Unit byte divided by the SI base unit second. 
P94,kilobyte per second ,1000-fold of the unit byte divided by the SI base unit second. 
P95,megabyte per second ,1000 000-fold of the unit byte divided by the SI base unit second. 
P96,reciprocal volt ,Reciprocal of the derived SI unit volt. 
P97,reciprocal radian ,Reciprocal of the unit radian. 
P98,pascal to the power sum of stoichiometric numbers ,"Unit of the equilibrium constant on the basis of the pressure(ISO 80000-9:2009, 9-35.a). "
P99,mole per cubiv metre to the power sum of stoichiometric numbers ,"Unit of the equilibrium constant on the basis of the concentration (ISO 80000-9:2009, 9-36.a). "
PA,packet ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
PAL,pascal ,
PB,pair inch ,
PD,pad ,A unit of count defining the number of pads (pad: block of paper sheets fastened together at one end
PE,pound equivalent ,
PF,pallet (lift) ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
PFL,proof litre ,"A unit of volume equal to one litre of proof spirits, or the alcohol equivalent thereof. Used for me"
PG,plate ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
PGL,proof gallon ,"A unit of volume equal to one gallon of proof spirits, or the alcohol equivalent thereof. Used for m"
PI,pitch ,A unit of count defining the number of characters that fit in a horizontal inch. 
PK,pack ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). Synonym:"
PL,pail ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
PLA,degree Plato ,"A unit of proportion defining the sugar content of a product, especially in relation to beer. "
PM,pound percentage ,
PN,pound net ,
PO,pound per inch of length ,
PQ,page per inch ,"A unit of quantity defining the degree of thickness of a bound publication, expressed as the number "
PR,pair ,A unit of count defining the number of pairs (pair: item described by two's). 
PS,pound-force per square inch ,
PT,pint (US) Use liquid pint (common code PTL) ,
PTD,dry pint (US) ,
PTI,pint (UK) ,
PTL,liquid pint (US) ,
PU,tray / tray pack ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
PV,half pint (US) ,
PW,pound per inch of width ,
PY,peck dry (US) ,
PZ,peck dry (UK) ,
Q10,joule per tesla ,Unit of the magnetic dipole moment of the molecule as derived SI unit joule divided by the derived S
Q11,erlang ,Unit of the market value according to the feature of a single feature as a statistical measurement o
Q12,octet ,Synonym for byte: 1 octet = 8 bit = 1 byte. 
Q13,octet per second ,Unit octet divided by the SI base unit second. 
Q14,shannon ,Logarithmic unit for information equal to the content of decision of a sentence of two mutually excl
Q15,hartley ,Logarithmic unit for information equal to the content of decision of a sentence of ten mutually excl
Q16,natural unit of information ,"Logarithmic unit for information equal to the content of decision of a sentence of ,718 281 828 459 "
Q17,shannon per second ,Time related logarithmic unit for information equal to the content of decision of a sentence of two 
Q18,hartley per second ,Time related logarithmic unit for information equal to the content of decision of a sentence of ten 
Q19,natural unit of information per second ,"Time related logarithmic unit for information equal to the content of decision of a sentence of 2,71"
Q20,second per kilogramm ,Unit of the Einstein transition probability for spontaneous or inducing emissions and absorption acc
Q21,watt square metre ,"Unit of the first radiation constants c1 = 2·p·h·c0², the value of which is 3,741 771 18·10?¹6-fold "
Q22,second per radian cubic metre ,Unit of the density of states as an expression of angular frequency as complement of the product of 
Q23,weber to the power minus one ,"Complement of the derived SI unit weber as unit of the Josephson constant, which value is equal to t"
Q24,reciprocal inch ,Complement of the unit inch according to the Anglo-American and Imperial system of units. 
Q25,dioptre ,Unit used at the statement of relative refractive indexes of optical systems as complement of the fo
Q26,one per one ,Value of the quotient from two physical units of the same kind as a numerator and denominator wherea
Q27,newton metre per metre ,Unit for length-related rotational moment as product of the derived SI unit newton and the SI base u
Q28,kilogram per square metre pascal second ,Unit for the ability of a material to allow the transition of steam. 
Q29,Microgram per hectogram. ,Microgram per hectogram. 
Q30,pH (potential of Hydrogen) ,The activity of the (solvated) hydrogen ion (a logarithmic measure used to state the acidity or alka
Q3,meal ,A unit of count defining the number of meals (meal: an amount of food to be eaten on a single occasi
QA,page - facsimile ,A unit of count defining the number of facsimile pages. 
QAN,quarter (of a year) ,A unit of time defining the number of quarters (3 months). 
QB,page - hardcopy ,A unit of count defining the number of hardcopy pages (hardcopy page: a page rendered as printed or 
QD,quarter dozen ,
QH,quarter hour ,
QK,quarter kilogram ,
QR,quire ,"A unit of count for paper, expressed as the number of quires (quire: a number of paper sheets, typic"
QT,quart (US) ,Use liquid quart (common code QTL) 
QTD,dry quart (US) ,
QTI,quart (UK) ,
QTL,liquid quart (US) ,
QTR,quarter (UK) A,"A traditional unit of weight equal to 1/4 hundredweight. In the United Kingdom, one quarter equals 2"
R1,pica ,A unit of count defining the number of picas. (pica: typographical length equal to 12 points or 4.22
R4,calorie ,Use International Table (IT) calorie (common code D70) 
R9,thousand cubic metre ,A unit of volume equal to one thousand cubic metres. 
RA,rack ,
RD,rod ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
RG,ring ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
RH,running or operating hour ,A unit of time defining the number of hours of operation. 
RK,roll metric measure ,
RL,reel ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
RM,ream ,"A unit of count for paper, expressed as the number of reams (ream: a large quantity of paper sheets,"
RN,ream metric measure ,
RO,roll ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
ROM,room ,A unit of count defining the number of rooms. 
RP,pound per ream ,"A unit of mass for paper, expressed as pounds per ream. (ream: a large quantity of paper, typically "
RPM,revolutions per minute ,Refer ISO/TC12 SI Guide 
RPS,revolutions per second ,Refer ISO/TC12 SI Guide 
RS,reset ,
RT,revenue ton mile ,"A unit of information typically used for billing purposes, expressed as the number of revenue tons ("
RU,run ,
S3,square foot per second ,Synonym: foot squared per second 
S4,square metre per second ,Synonym: metre squared per second (square metres/second US) 
S5,sixty fourths of an inch ,
S6,session ,
S7,storage unit ,
S8,standard advertising unit ,
SA,sack ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
SAN,half year (6 months) ,A unit of time defining the number of half years (6 months). 
SCO,score ,A unit of count defining the number of units in multiples of 20. 
SCR,scruple ,
SD,solid pound ,
SE,section ,
SEC,second [unit of time] ,
SET,set ,A unit of count defining the number of sets (set: a number of objects grouped together). 
SG,segment ,A unit of information equal to 64000 bytes. 
SHT,shipping ton ,A unit of mass defining the number of tons for shipping. 
SIE,siemens ,
SK,split tank truck ,
SL,slipsheet ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
SMI,mile (statute mile) ,
SN,square rod ,
SO,spool ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
SP,shelf package ,
SQ,square ,A unit of count defining the number of squares (square: rectangular shape). 
SQR,"square, roofing ","A unit of count defining the number of squares of roofing materials, measured in multiples of 100 sq"
SR,strip ,A unit of count defining the number of strips (strip: long narrow piece of an object). 
SS,sheet metric measure ,
SST,short standard (7200 matches) ,
ST,sheet ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
STC,stick ,A unit of count defining the number of sticks (stick: slender and often cylindrical piece of a subst
STI,stone (UK) ,
STK,"stick, cigarette ",A unit of count defining the number of cigarettes in the smallest unit for stock-taking and/or duty 
STL,standard litre ,"A unit of volume defining the number of litres of a product at a temperature of 15 degrees Celsius, "
STN,ton (US) or short ton (UK/US) ,Synonym: net ton (2000 lb) 
STW,straw ,A unit of count defining the number of straws (straw: a slender tube used for sucking up liquids). 
SV,skid ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
SW,skein ,A unit of count defining the number of skeins (skein: a loosely-coiled bundle of yarn or thread). 
SX,shipment ,A unit of count defining the number of shipments (shipment: an amount of goods shipped or transporte
SYR,syringe ,"A unit of count defining the number of syringes (syringe: a small device for pumping, spraying and/o"
T0,telecommunication line in service ,A unit of count defining the number of lines in service. 
T1,thousand pound gross ,
T3,thousand piece ,"A unit of count defining the number of pieces in multiples of 1000 (piece: a single item, article or"
T4,thousand bag ,
T5,thousand casing ,
T6,thousand gallon (US) ,
T7,thousand impression ,
T8,thousand linear inch ,
TA,tenth cubic foot ,
TAH,kiloampere hour (thousand ampere hour) ,
TAN,total acid number ,A unit of chemistry defining the amount of potassium hydroxide (KOH) in milligrams that is needed to
TC,truckload ,
TD,therm ,
TE,tote ,
TF,ten square yard ,
TI,thousand square inch ,
TIC,"metric ton, including container ","A unit of mass defining the number of metric tons of a product, including its container. "
TIP,"metric ton, including inner packaging ","A unit of mass defining the number of metric tons of a product, including its inner packaging materi"
TJ,thousand square centimetre ,
TK,"tank, rectangular "," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
TKM,tonne kilometre ,"A unit of information typically used for billing purposes, expressed as the number of tonnes (metric"
TL,thousand foot (linear) ,
TMS,"kilogram of imported meat, less offal ","A unit of mass equal to one thousand grams of imported meat, disregarding less valuable by-products "
TN,tin ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
TNE,tonne (metric ton) Synonym: metric ton ,
TP,ten pack ,A unit of count defining the number of items in multiples of 10. 
TPR,ten pair ,A unit of count defining the number of pairs in multiples of 10 (pair: item described by two's). 
TQ,thousand foot ,
TQD,thousand cubic metre per day ,A unit of volume equal to one thousand cubic metres per day. 
TR,ten square foot ,
TRL,trillion (EUR) ,
TS,thousand square foot ,
TSD,tonne of substance 90 % dry ,
TSH,ton of steam per hour ,
TST,ten set ,A unit of count defining the number of sets in multiples of 10 (set: a number of objects grouped tog
TT,thousand linear metre ,
TTS,ten thousand sticks ,A unit of count defining the number of sticks in multiples of 10000 (stick: slender and often cylind
TU,tube ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
TV,thousand kilogram ,
TW,thousand sheet ,
TY,"tank, cylindrical "," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
U1,treatment ,A unit of count defining the number of treatments (treatment: subjection to the action of a chemical
U2,tablet ,A unit of count defining the number of tablets (tablet: a small flat or compressed solid object). 
UA,torr ,
UB,telecommunication line in service average ,A unit of count defining the average number of lines in service. 
UC,telecommunication port ,A unit of count defining the number of network access ports. 
UD,tenth minute ,
UE,tenth hour ,
UF,usage per telecommunication line average ,
UH,ten thousand yard ,
UM,million unit ,
VA,volt - ampere per kilogram ,
VI,vial ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
VLT,volt ,
VP,percent volume ," A measure of concentration, typically expressed as the percentage volume of a solute in a solution."
VQ,bulk ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
VS,visit ,
W2,wet kilo ,"A unit of mass defining the number of kilograms of a product, including the water content of the pro"
W4,two week ,
WA,watt per kilogram ,
WB,wet pound ,"A unit of mass defining the number of pounds of a material, including the water content of the mater"
WCD,cord ,A unit of volume used for measuring lumber. One board foot equals 1/12 of a cubic foot. 
WE,wet ton ,"A unit of mass defining the number of tons of a material, including the water content of the materia"
WEB,weber ,
WEE,week ,
WG,wine gallon ,A unit of volume equal to 231 cubic inches. 
WH,wheel ,
WHR,watt hour ,
WI,weight per square inch ,
WM,working month ,A unit of time defining the number of working months. 
WR,wrap ,
WSD,standard ,A unit of volume of finished lumber equal to 165 cubic feet. Synonym: standard cubic foot 
WTT,watt ,
WW,millilitre of water ,A unit of volume equal to the number of millilitres of water. 
X1,Gunter's chain ,A unit of distance used or formerly used by British surveyors. 
YDK,square yard ,
YDQ,cubic yard ,
YL,hundred linear yard ,
YRD,yard ,
YT,ten yard ,
Z1,lift van ,
Z11,hanging container ,A unit of count defining the number of hanging containers. 
Z2,chest ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
Z3,cask ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
Z4,hogshead ," Use UN/ECE Recommendation 21 (refer to Note 2 in the spreadsheet introduction, 1st sheet). "
Z5,lug ,
Z6,conference point ,
Z8,newspage agate line ,
ZP,page ,A unit of count defining the number of pages. 
ZZ,mutually defined ,A unit of measure as agreed in common between two or more partie
